,company,date,title,salary,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Engineering Jobs,Graduate Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Sales Jobs,Scientific & QA Jobs,Teaching Jobs,Trade & Construction Jobs,Unknown
1162,Aureus Medical Group,2018-12,Occupational Therapist Assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,Fluke Networks,2018-12,"Plant Manager, Catlow",0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Fluke Networks,2018-12,Assembly Operator at Catlow,0,Manufacturing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1168,Cox Media Group,2018-12,Technical Operator,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1169,CBRE,2018-12,Building Engineer - Calibration,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1171,Worldpay US,2018-12,Strategic New Sales Rep,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1173,CBRE,2018-12,"Building Engineer, Mobile HVAC",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,Centra Healthcare,2018-12,Physical Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1175,CompHealth,2018-12,Physical Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,CISCO Systems,2018-12,"Manager, Renewals Manager",0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1177,CISCO Systems,2018-12,1232007- Data Center Operations Manager,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1178,CISCO Systems,2018-12,Escalation Engineer,0,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,CISCO Systems,2018-12,SW Business Architect & Capability Lead,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1180,CISCO Systems,2018-12,"Program Manager, Unified Security Metrics, Information Security",0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1181,CISCO Systems,2018-12,Consulting Engineer - Mobility,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1182,Centra Healthcare,2018-12,Occupational Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,Duke Eye Center,2018-12,ACADEMIC VITREORETINAL SURGERY FACULTY POSITION,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,Duke Eye Center,2018-12,CORNEA FACULTY POSITION,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,CISCO Systems,2018-12,"Security Engineer, Cloud",0,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,CISCO Systems,2018-12,"Manager, Virtual Sales",0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,CISCO Systems,2018-12,Strategic Engagement Representative,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1188,Centra Healthcare,2018-12,Speech-Language Pathologist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1190,NetApp,2018-12,Information Systems Engineer - Cloud (27731),0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1191,Hologic,2018-12,Payer Regional Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,CISCO Systems,2018-12,SR Manager IT Cloud Transformation 1251749,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1194,Premier Research,2018-12,Project Manager II / Senior Project Manager (home-based in the US),0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1195,CISCO Systems,2018-12,"Finance Director, Capital Operations - 1252300",0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1196,Hearst Television,2018-12,Order Specialist,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1198,Capgemini,2018-12,Senior Data Analyst,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1199,Capgemini,2018-12,Power Designer Data Architect,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,Carlson Wagonlit Travel,2018-12,Travel Counselor / Agent / Consultant,0,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,La Z Boy Southeast,2018-12,Sales Professional,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,La Z Boy Southeast,2018-12,Sales Consultant - Northlake,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,CBRE,2018-12,Industrial Facilities Engineer - Associate Project Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205,Medical Facilities of America,2018-12,RN/LPN Charge Nurse,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,Medical Facilities of America,2018-12,RN/LPN Nurse - 4K Bonus,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,Capgemini,2018-12,Business Data Modeler,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,ENP Network,2018-12,Clinical Coverage Review Nurse Practitioner or PA - Telecommute,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Capgemini,2018-12,Data Analyst,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1211,Tribune Media   Broadcasting,2019-01,Producer/Writer,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1212,Cox Media Group,2019-01,Digital Campaign Coordinator- WSOC TV,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,Tribune Media   Broadcasting,2019-01,Anchor/Reporter,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1215,Tribune Media   Broadcasting,2019-01,Reporter/MMJ,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1216,Centra Healthcare,2019-01,Physical Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1217,Centra Healthcare,2019-01,Speech-Language Pathologist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1218,Transport America,2019-01,Dedicated Solo Tartan CDL A Truck Driver,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1219,Global Blood Therapeutics,2019-01,Medical Science Liaison - Southeast,0,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1220,Tribune Media   Broadcasting,2019-01,Weekend Assignment Desk Editor/Web Producer,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1221,Tribune Media   Broadcasting,2019-01,Photojournalist,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1222,Hubbell Power Systems,2019-01,"Engineering Intern (Summer Arden, NC",0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1223,Premier Research,2019-01,Senior Record Specialist,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,US Bank,2019-01,OFP Mortgage Sales Mgr NMLS,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Weatherby Healthcare,2019-01,Physician - Locum Tenens Assistance is Wanted from OB/GYN in North Carolina,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1226,Triangle Business Journal,2019-01,Advertising Sales Manager,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,Aureus Medical Group,2019-01,Occupational Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,Aureus Medical Group,2019-01,Occupational Therapist Assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1229,Moore & Van Allen,2019-01,Patent Agents,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,Intuit,2019-01,"Tax Expert - CPA, Enrolled Agent or Practicing Attorney Seasonal Remote",0,Legal Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1231,Intuit,2019-01,Credentialed Tax Professional - CPA Enrolled Agent or Attorney - Seasonal Remote,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1232,Intuit,2019-01,Spanish Bilingual Tax Expert - CPA - Remote,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Intuit,2019-01,"Virtual Tax Professional - CPA, Enrolled Agent or Attorney",0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Intuit,2019-01,Bilingual Spanish Tax Expert - CPA Seasonal Remote,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Intuit,2019-01,"Credentialed Tax Advisor - CPA, Enrolled Agent or Attorney - Seasonal Remote",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1236,Intuit,2019-01,"Remote Tax Advisor - CPA, Enrolled Agent or Attorney",0,Legal Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1237,Intuit,2019-01,Credentialed Bilingual Tax Advisor - CPA - Remote,0,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,CISCO Systems,2019-01,Engineering Program Manager,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1239,CISCO Systems,2019-01,Site Reliability Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1240,CISCO Systems,2019-01,Site Reliability Engineeer,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1241,CBRE,2019-01,"Building Engineer, Mobile role",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,The University of North Carolina at Charlotte,2019-01,"Lecturer / Assistant Professor of Teaching, Construction Management or",0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1243,CBRE,2019-01,Electrician,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,CBRE,2019-01,HVAC Engineer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,Covia Corp.,2019-01,Maintenance Electro-Mechanic (292033-836),0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1246,Centra Healthcare,2019-01,Physical Therapist Assistant,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1247,Confidential,2019-01,Entry SQL level Developer/Programmer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,CISCO Systems,2019-01,1247111 Cloud Management Systems - Investment Analyst,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1249,NetApp,2019-01,Solution Architecture Manager (27804),0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1250,The Pines at Davidson,2019-01,Director of Nursing,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,CyberCoders,2019-01,Construction Project Manager- Wastewater Treatment Plant,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1252,Capgemini,2019-01,GLP & RIS- Technical Lead (TL) - Big Data,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,Capgemini,2019-01,Senior Business Analyst,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1254,Capgemini,2019-01,SalesForce - Senior Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1255,Hearst Television,2019-01,PT Editor,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1256,Durham County Government,2019-01,Paramedic,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257,Creative Circle,2019-01,Events Coordinator,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1258,CROMSOURCE,2019-01,Associate Medical Director,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1259,Capgemini,2019-01,Senior RPA Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,Capgemini,2019-01,RPA Tech Lead,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,Capgemini,2019-01,RPA Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,J. B. Hunt,2019-01,Over the Road Truck Driver,0,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1263,Cox Communications,2019-01,Sales Operations Manager - RapidScale,0,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1264,Cross Country TravCorps,2019-01,RN - Intensive Care Unit - 13wk Travel Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265,Centra Healthcare,2019-01,Occupational Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,Cross Country TravCorps,2019-01,RN - Emergency Room - 13wk Travel Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1267,Cross Country TravCorps,2019-01,RN - Telemetry - 13wk Travel Job,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1268,Cross Country TravCorps,2019-01,Registered Nurse (RN) - 13 wk North Carolina contract,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1269,Dell,2019-01,Senior Product Manager-Competitive Intelligence for Data Protection/Storage Industry,0,Graduate Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Hubbell Power Systems,2019-01,"Embedded Software Engineering Intern (Summer Archdale, NC",0,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1271,Cisco,2019-01,DevOps Automation Engineer,0,Manufacturing Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1272,Five Star Senior Living,2019-01,Full Time CNA in Clinical,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1273,Five Star Senior Living,2019-01,Full Time in Clinical,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1274,Superior Oil Company Inc,2019-01,Sales Representative,0,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1275,Securitas,2019-01,Special Event Security Officer - SUSA,0,Hospitality & Catering Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1276,Securitas,2019-01,Flex Officer - SUSA,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1277,Five Star Senior Living,2019-01,Fll Time CNA in Clinical,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1278,Five Star Senior Living,2019-01,Part Time CNA in Clinical,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1279,Aureus Medical Group,2019-01,Physical Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1280,Delta HealthCare Providers,2019-01,Speech-Language Pathologist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,"Cruz Associates, Inc.",2019-01,Mission Planning Program Integrator,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1283,CompHealth,2019-01,Physical Therapist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,VariQ Corporation,2019-01,Network Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,CyberCoders,2019-01,Superintendent- Wastewater Treatment Plant,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1288,Cisco,2019-01,DevOps Automation Engineer,0,Engineering Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,Cisco,2019-01,Compliance Remediation Consulting Engineer,0,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,INC Research,2019-01,Web and Online Media Manager,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,LabCorp,2019-01,Lead Technologist - Next Generation Sequencing (Lab Team Leader),0,Customer Services Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Five Star Senior Living,2019-01,Full tim SIC/MT in Clinical,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293,Five Star Senior Living,2019-01,Part time Dietary Aide in Dietary,0,Healthcare & Nursing Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1294,State of North Carolina,2019-01,Environmental Specialist Ii,0,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1295,Five Star Senior Living,2019-01,Full Time Lifestyle Program Director in Recreational Activities,0,Admin Jobs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Army National Guard,2019-01,Construction Vehicle Repairer,0,Trade & Construction Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1297,CISCO Systems,2019-01,Renewals Manager,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1298,CISCO Systems,2019-01,Customer Experience Support Engineer,0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,Harris Computer Systems,2019-01,"Clinical Process Consultant, Professional Services",0,IT Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300,Capgemini,2019-01,Big Data Developer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1301,Capgemini,2019-01,Senior Software Engineer,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
